Оюутны_хувийн_дугаар,Санал_1_өгсөн_хөтөлбөрийн_дугаар,Санал_2_өгсөн_хөтөлбөрийн_нэр,Санал_3_өгсөн_хөтөлбөрийн_нэр,Санал_4_өгсөн_хөтөлбөрийн_нэр,Баталгаажуулсан_Хөтөлбөрийн_дугаар,Баталгаажуулсан_Хөтөлбөрийн_нэр
a76784f6b0f1b7545d32db8f7465eb33,Улс төр судлал,Сэтгэл судлал,Сэтгүүл зүй,Нийгмийн ажил,5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
f647dff97f163106aa07f71282501a94,Сэтгэл судлал,Улс төр судлал,Хот ба бүс нутгийн төлөвлөлт,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
6a25a6eddf02c74f73ff495ece4edbb5,Сэтгэл судлал,Улс төр судлал,Гадаад хэлний орчуулга (Герман),Сэтгүүл зүй,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
ad03f1949013afa45d09e5026bf231ec,Сэтгүүл зүй,Нийгмийн ажил,Улс төр судлал,Урлаг судлал,a7333a75e14fa0f751d0760aa95c93dc,Урлаг судлал
240282fc838f87ba0448a282764ad84a,Гадаад хэлний орчуулга (Солонгос),Философи,Гадаад хэлний орчуулга (Англи),Экологи,537d026023c121334a5412074edc5a55,Гадаад хэлний орчуулга (Солонгос)
164aa5576f2d145e43b1d62254463cd1,Сэтгэл судлал,Аялал жуулчлал,"Багш, нийгмийн ухааны боловсрол (Түүх)",Улс төр судлал,cf0e87b8fdf7a53fe8301de9f625c951,"Багш, нийгмийн ухааны боловсрол (Түүх)"
aca511ae06eb53ebd9eb92fb2b911803,Эдийн засаг,"Гадаад хэл, орон судлал (Хятад)",Гадаад хэлний орчуулга (Хятад),Аялал жуулчлал,e72e0ef3081dc1bcdfe6c94ed2beb371,Эдийн засаг
94a971c642039697383d33f0d7fa0aa5,Эдийн засаг,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Хот ба бүс нутгийн төлөвлөлт,Нийгмийн ажил,e72e0ef3081dc1bcdfe6c94ed2beb371,Эдийн засаг
0bc22c73c6fdfbfa1e6c057890ff6a60,Археологи,Сэтгэл судлал,Сэтгүүл зүй,Улс төр судлал,bc74ae9ca5d7f5f1df99f1b4d5dde310,Археологи
e4424f623bd6e352603e18cd8a55d1fd,Нийгмийн ажил,"Гадаад хэл, орон судлал (Хятад)","Газар зохион байгуулалт (төлөвлөлт, кадастр)",Хот ба бүс нутгийн төлөвлөлт,8d350b8f9f3c56f2bf7fd562eac48d2a,"Газар зохион байгуулалт (төлөвлөлт, кадастр)"
acc7d5fd3f30275957259174c2f8ee34,Улс төр судлал,Гадаад хэлний орчуулга (Англи),Сэтгүүл зүй,"Гадаад хэл, орон судлал (Их Британи)",6ef844af73e4a38c20b66b4c565da4e3,"Гадаад хэл, орон судлал (Их Британи)"
72dc5e21196fa0cc8e161ed4cfe236c4,Сэтгэл судлал,"Багш, нийгмийн ухааны боловсрол (Түүх)",Нийгмийн ажил,Гадаад хэлний орчуулга (Хятад),cf0e87b8fdf7a53fe8301de9f625c951,"Багш, нийгмийн ухааны боловсрол (Түүх)"
0a0c74e27eabdbd2b2f4b70cd527952a,Улс төр судлал,Аялал жуулчлал,Нийгмийн ажил,Сэтгүүл зүй,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
9f01ed60a37c3ecfb83b4166fdfe2260,Нийгмийн ажил,Улс төр судлал,Социологи,Сэтгүүл зүй,71ef3f1844d4e8f272c6010667ef7263,Нийгмийн ажил
115f275001d59728045023e7972c5cd3,Археологи,Түүх,"Гадаад хэл, орон судлал (Хятад)",Математик,27e0391e1fa7deca43180700e24dadb3,Математик
be181aa729761d06556b0dee3ace0721,Сэтгэл судлал,Гадаад хэлний орчуулга (Англи),"Багш, гадаад хэлний боловсрол (Англи)",Урлаг судлал,a7333a75e14fa0f751d0760aa95c93dc,Урлаг судлал
7c95bdee7a0910da5e8f86cffc6c5082,Сэтгэл судлал,Аялал жуулчлал,Хэл шинжлэл (Монгол хэл),Нийгмийн ажил,71ef3f1844d4e8f272c6010667ef7263,Нийгмийн ажил
a796b9eac5ac7712f313c1f9a7d8dce3,Эдийн засаг,"Багш, математикийн боловсрол","Гадаад хэл, орон судлал (Солонгос)",Хот ба бүс нутгийн төлөвлөлт,e72e0ef3081dc1bcdfe6c94ed2beb371,Эдийн засаг
a14f8c4d5f81ce6cab20bd7aa20747db,Сэтгэл судлал,Сэтгүүл зүй,"Багш, нийгмийн ухааны боловсрол (Түүх)",Нийгмийн ажил,cf0e87b8fdf7a53fe8301de9f625c951,"Багш, нийгмийн ухааны боловсрол (Түүх)"
ff224822817354d40b9dad6b11fcbfa6,Сэтгэл судлал,Сэтгүүл зүй,Утга зохиол судлал,Улс төр судлал,1ab4049c658bf12997a2f40fac6a8982,Утга зохиол судлал
b180a3256859b9162abfc140b02e75c1,Нийгмийн ажил,Сэтгэл судлал,Хот ба бүс нутгийн төлөвлөлт,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",71ef3f1844d4e8f272c6010667ef7263,Нийгмийн ажил
6d2e7547c8e99d3b7537fb3bd00222d7,"Багш, гадаад хэлний боловсрол (Англи)",Сэтгэл судлал,Хот ба бүс нутгийн төлөвлөлт,Биотехнологи,433d0c3143c34a3cd95a5f75e9453098,"Багш, гадаад хэлний боловсрол (Англи)"
3a266844bbd23b1fbca2a8746c56d5da,Улс төр судлал,Нийгмийн ажил,"Багш, нийгмийн ухааны боловсрол (Түүх)",Хот ба бүс нутгийн төлөвлөлт,cf0e87b8fdf7a53fe8301de9f625c951,"Багш, нийгмийн ухааны боловсрол (Түүх)"
3fe63558815f1d1958865234770aec7f,Сэтгэл судлал,Антропологи,Шашин судлал,Биологи,6b6f303344e9594042f35f5678fe1e83,Антропологи
0e025e42fff6b0f7a5c1087dd3c0869e,Сэтгэл судлал,Сэтгүүл зүй,Улс төр судлал,Аялал жуулчлал,5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
bb30d558c84580796c369f129a645f89,Эдийн засаг,Түүх,Хот ба бүс нутгийн төлөвлөлт,Сэтгэл судлал,e72e0ef3081dc1bcdfe6c94ed2beb371,Эдийн засаг
1b22ffa7785203e2c26f59039bb882f2,Философи,Сэтгэл судлал,Урлаг судлал,Социологи,015417d81a4e3b385b41ec3d484ee3a3,Социологи
7d9ea88c778fefc37df980a6374033c1,Улс төр судлал,"Багш, нийгмийн ухааны боловсрол (Түүх)","Гадаад хэл, орон судлал (Япон)",Шашин судлал,cf0e87b8fdf7a53fe8301de9f625c951,"Багш, нийгмийн ухааны боловсрол (Түүх)"
26f4bd978516b426feee49768b789813,Гадаад хэлний орчуулга (Герман),Гадаад хэлний орчуулга (Хятад),Гадаад хэлний орчуулга (Япон),Нийгмийн ажил,e5896f2500ce5055b7856c53daca22fb,Гадаад хэлний орчуулга (Хятад)
7bfcdcae6f169d9f4753ba86ec5c4958,Сэтгэл судлал,Нийгмийн ажил,Гадаад хэлний орчуулга (Англи),"Багш, гадаад хэлний боловсрол (Англи)",7142e350462c2df4058ba4895702edb5,Гадаад хэлний орчуулга (Англи)
edf3f029ea82a04fecf76cf41583c21a,Сэтгэл судлал,"Гадаад хэл, орон судлал (Солонгос)",Гадаад хэлний орчуулга (Солонгос),Нийгмийн ажил,f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
a7f0ee6e01e475140493babfcf0fd477,Нийгмийн ажил,Сэтгэл судлал,Экологи,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",6c199f0b23b5ed80814d74db1c7aa91d,Экологи
d325386ef8f2bbe0e1b9a726ec803289,Аялал жуулчлал,Сэтгүүл зүй,Нийгмийн ажил,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
c4e3bbcad3bef4cbeacb441c11e563a4,Эдийн засаг,Аялал жуулчлал,"Гадаад хэл, орон судлал (Америк)",Гадаад хэлний орчуулга (Солонгос),e72e0ef3081dc1bcdfe6c94ed2beb371,Эдийн засаг
aabf7cf3a67b9cab5a717fc7f818e834,Сэтгэл судлал,"Багш, нийгмийн ухааны боловсрол (Түүх)",Сэтгүүл зүй,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
d508e9ee5d9466da8ba43db15f1e6639,Сэтгүүл зүй,Сэтгэл судлал,Улс төр судлал,Биохими,5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
8f546325f8a4faf77eb2b44a9c7fddc8,Нийгмийн ажил,Аялал жуулчлал,Сэтгэл судлал,Социологи,6b6f303344e9594042f35f5678fe1e83,Антропологи
450b03be82f5257a656852a967205ef2,Сэтгэл судлал,Гадаад хэлний орчуулга (Англи),Аялал жуулчлал,Гадаад хэлний орчуулга (Герман),7701e9e7a7f95ef09cb22da3d02d3eba,Гадаад хэлний орчуулга (Герман)
271bded2ae5ed5c530248c463cbd581c,Социологи,Сэтгэл судлал,Антропологи,Философи,015417d81a4e3b385b41ec3d484ee3a3,Социологи
63d28aeac62f549303c8db246238f2f5,Социологи,Сэтгэл судлал,Биотехнологи,Улс төр судлал,6755de4bc8eb7fa8ff10537e7cb64098,Биотехнологи
b53f550b3fb76702c6912623f4d27abc,Математик,Археологи,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Түүх,27e0391e1fa7deca43180700e24dadb3,Математик
a8731c750810039430f575656bb18fed,"Газар зохион байгуулалт (төлөвлөлт, кадастр)","Гадаад хэл, орон судлал (Солонгос)",Сэтгэл судлал,Аялал жуулчлал,0f6d96b9ff08d7104f0e8b66432a3ae8,"Гадаад хэл, орон судлал (Солонгос)"
859693be84d0767d4819ae8a1a1fe0c4,Эдийн засаг,Социологи,Сэтгүүл зүй,Улс төр судлал,015417d81a4e3b385b41ec3d484ee3a3,Социологи
7a058c5613fa93e09763e23e9ebddcd5,Сэтгэл судлал,Улс төр судлал,Аялал жуулчлал,Сэтгүүл зүй,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
c54883f3a86503f80b36bedd18dcb607,Эдийн засаг,Хот ба бүс нутгийн төлөвлөлт,Социологи,"Багш, монгол хэл уран зохиолын боловсрол",015417d81a4e3b385b41ec3d484ee3a3,Социологи
aa7f3df0701ac09df0d182e901fdeaf2,Сэтгүүл зүй,Нийгмийн ажил,Социологи,Философи,d1c84167360487b08f6ce415b594a438,Философи
36e41810ac6ebea9383940307cf9500e,Сэтгэл судлал,Сэтгүүл зүй,Улс төр судлал,Аялал жуулчлал,5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
f140035789ec0713b15ae57906b15cbd,Улс төр судлал,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Хот ба бүс нутгийн төлөвлөлт,Сэтгэл судлал,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
1fcbbe3dbf65b15c93918887eec01915,Гадаад хэлний орчуулга (Англи),Аялал жуулчлал,Социологи,Улс төр судлал,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
40fe33d6c8bd45ea248ea2aea55eddd8,Аялал жуулчлал,Хот ба бүс нутгийн төлөвлөлт,Гадаад хэлний орчуулга (Герман),"Газар зохион байгуулалт (төлөвлөлт, кадастр)",6daca3a60ca09e7231ad487be3a29f57,Хот ба бүс нутгийн төлөвлөлт
9b4e0ff4f220ef56875991c75e544b2a,Нийгмийн ажил,Философи,"Гадаад хэл, орон судлал (Солонгос)",Сэтгэл судлал,0f6d96b9ff08d7104f0e8b66432a3ae8,"Гадаад хэл, орон судлал (Солонгос)"
3ccb7cf09554b9a40e7440757a706c35,Сэтгэл судлал,Сэтгүүл зүй,Улс төр судлал,"Багш, нийгмийн ухааны боловсрол (Түүх)",cf0e87b8fdf7a53fe8301de9f625c951,"Багш, нийгмийн ухааны боловсрол (Түүх)"
4d30dc4525dcb59e4778a27311d4439d,Сэтгэл судлал,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Сэтгүүл зүй,Хот ба бүс нутгийн төлөвлөлт,8d350b8f9f3c56f2bf7fd562eac48d2a,"Газар зохион байгуулалт (төлөвлөлт, кадастр)"
ed110e9d37b19e0a009eef944ebab6d6,Нийгмийн ажил,Хот ба бүс нутгийн төлөвлөлт,Сэтгүүл зүй,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",71ef3f1844d4e8f272c6010667ef7263,Нийгмийн ажил
188424ec822df4a89281943b39df890e,Сэтгэл судлал,Нийгмийн ажил,Аялал жуулчлал,Сэтгүүл зүй,71ef3f1844d4e8f272c6010667ef7263,Нийгмийн ажил
10d1438dca96059de5a4d17570e95afe,Улс төр судлал,Социологи,Сэтгэл судлал,Нийгмийн ажил,f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
6a8e2cc5affa966acaea98204b13a324,"Гадаад хэл, орон судлал (Солонгос)",Сэтгэл судлал,Социологи,Улс төр судлал,0f6d96b9ff08d7104f0e8b66432a3ae8,"Гадаад хэл, орон судлал (Солонгос)"
286aa9b9144520684b9ce7378b321382,Сэтгэл судлал,Байгаль орчныг зайнаас тандан судлал,"Гадаад хэл, орон судлал (Хятад)",Антропологи,be82c20edd144f0d44d09c464403049e,Байгаль орчныг зайнаас тандан судлал
6af77ecc27e96fb3086df740b88b4b0a,Сэтгэл судлал,Урлаг судлал,Социологи,Философи,015417d81a4e3b385b41ec3d484ee3a3,Социологи
1e6de45f8c76b42b9b877bce931a5309,Геологи,Социологи,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Гадаад хэлний орчуулга (Англи),fb94a20305c5308d13d5dedb1da488e6,Геологи
d4f13ac037af23d43d322a66844c8a77,"Багш, гадаад хэлний боловсрол (Англи)",Гадаад хэлний орчуулга (Англи),"Гадаад хэл, орон судлал (Америк)",Сэтгэл судлал,433d0c3143c34a3cd95a5f75e9453098,"Багш, гадаад хэлний боловсрол (Англи)"
0ce10ef526be44a3e2f6c9a455850891,Сэтгэл судлал,Нийгмийн ажил,Улс төр судлал,Археологи,f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
1a0bbe761c93182765db7001261c0c74,Эдийн засаг,Математик,Геологи,Археологи,e72e0ef3081dc1bcdfe6c94ed2beb371,Эдийн засаг
e537263af5e889ec571c9c1055e1342d,Хэл шинжлэл (Монгол хэл),Сэтгүүл зүй,Сэтгэл судлал,Улс төр судлал,5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
ff144638d3fd6d87112945949ec300ca,Нийгмийн ажил,"Газар зохион байгуулалт (төлөвлөлт, кадастр)","Багш, нийгмийн ухааны боловсрол (Түүх)",Гадаад хэлний орчуулга (Солонгос),537d026023c121334a5412074edc5a55,Гадаад хэлний орчуулга (Солонгос)
b8cba7cea6ffdf0372d670d05d2cd2dc,Эдийн засаг,Улс төр судлал,Сэтгэл судлал,Сэтгүүл зүй,e72e0ef3081dc1bcdfe6c94ed2beb371,Эдийн засаг
3db195da84bbf6184604a802d7e578f2,Улс төр судлал,"Гадаад хэл, орон судлал (Их Британи)","Гадаад хэл, орон судлал (Америк)",Гадаад хэлний орчуулга (Англи),6f1b5ccc22ec3298fe0a11530c3c9690,"Гадаад хэл, орон судлал (Америк)"
b14da54647f46cb5d27bd4884d691753,Нийгмийн ажил,Аялал жуулчлал,Улс төр судлал,Сэтгэл судлал,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
e3d811be0c67d09c7f6c88148eeaa074,Сэтгэл судлал,Аялал жуулчлал,Социологи,Археологи,bc74ae9ca5d7f5f1df99f1b4d5dde310,Археологи
0c59725d1635aa50af930c773f06d71e,"Гадаад хэл, орон судлал (Япон)",Гадаад хэлний орчуулга (Япон),Аялал жуулчлал,Сэтгэл судлал,bc4e5e14592fee0d5982cfc8ece31646,"Гадаад хэл, орон судлал (Япон)"
f7ff8ce8a84127d392ff11f1cdb35836,Сэтгэл судлал,Сэтгүүл зүй,Улс төр судлал,Социологи,5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
7278c329df949903df14334ee3659823,Нийгмийн ажил,Социологи,Сэтгэл судлал,Улс төр судлал,7142e350462c2df4058ba4895702edb5,Гадаад хэлний орчуулга (Англи)
a14bd43cf1b72b38fcf2a81b5c361f82,Сэтгэл судлал,"Багш, нийгмийн ухааны боловсрол (Түүх)",Улс төр судлал,Нийгмийн ажил,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
ad500c3d50b33d9d313da29a2c7fa997,Сэтгэл судлал,Сэтгүүл зүй,Гадаад хэлний орчуулга (Хятад),Байгаль орчныг зайнаас тандан судлал,e5896f2500ce5055b7856c53daca22fb,Гадаад хэлний орчуулга (Хятад)
67a394e1a446d98d7d85762581222209,Аялал жуулчлал,Гадаад хэлний орчуулга (Солонгос),Археологи,"Гадаад хэл, орон судлал (Япон)",e225e30193be5ab813542b925408ef01,Аялал жуулчлал
9a713e189f865caaff56e8e19503b2d5,Сэтгэл судлал,Улс төр судлал,"Гадаад хэл, орон судлал (Япон)",Сэтгүүл зүй,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
54a2316b16210043f4c6bba168dc0d46,Сэтгүүл зүй,Гадаад хэлний орчуулга (Хятад),Гадаад хэлний орчуулга (Герман),Гадаад хэлний орчуулга (Франц),e5896f2500ce5055b7856c53daca22fb,Гадаад хэлний орчуулга (Хятад)
5c440c79a6626bf30f462f6e6c3b35f0,Эдийн засаг,Улс төр судлал,"Гадаад хэл, орон судлал (Америк)",Сэтгүүл зүй,e72e0ef3081dc1bcdfe6c94ed2beb371,Эдийн засаг
762fecd8648229fb3214e25153181bac,Улс төр судлал,Аялал жуулчлал,Сэтгэл судлал,Нийгмийн ажил,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
9dd76a0682b5688149e68d502be9cae5,Улс төр судлал,Нийгмийн ажил,Социологи,Аялал жуулчлал,71ef3f1844d4e8f272c6010667ef7263,Нийгмийн ажил
bd30913edfd85f3d0364baf1fa3ab8ff,Сэтгэл судлал,Хот ба бүс нутгийн төлөвлөлт,Сэтгүүл зүй,Улс төр судлал,5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
c3c2ed201a5323cd7f807e8f4b6c5909,Сэтгүүл зүй,Сэтгэл судлал,Улс төр судлал,Нийгмийн ажил,5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
23dd6ccaed98e395685eadf668b9801c,Улс төр судлал,Философи,Сэтгэл судлал,Социологи,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
18bbfa42c864083cf7415ca6f76db23a,Эдийн засаг,"Гадаад хэл, орон судлал (Америк)",Математик,Сэтгэл судлал,e72e0ef3081dc1bcdfe6c94ed2beb371,Эдийн засаг
d177a809d6b4c238342ccfffd9a73ac9,"Багш, нийгмийн ухааны боловсрол (Түүх)","Газар зохион байгуулалт (төлөвлөлт, кадастр)",Хот ба бүс нутгийн төлөвлөлт,Улс төр судлал,8d350b8f9f3c56f2bf7fd562eac48d2a,"Газар зохион байгуулалт (төлөвлөлт, кадастр)"
4f6b0bfa3f7f869d62ee256cea44687b,Гадаад хэлний орчуулга (Герман),Антропологи,Гадаад хэлний орчуулга (Франц),"Гадаад хэл, орон судлал (Хятад)",3c2ea965e0296fcf5931af68c6038044,Гадаад хэлний орчуулга (Франц)
646caf8b38d62c29b66698e4eca8e7ac,Сэтгүүл зүй,Эдийн засаг,Сэтгэл судлал,Улс төр судлал,5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
fbab65f95d537c78ee5cc823fd1f7e26,Сэтгэл судлал,Улс төр судлал,Гадаад хэлний орчуулга (Хятад),Хот ба бүс нутгийн төлөвлөлт,f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
eeeae59efe3bbf7d829c76a0f050b40d,Сэтгэл судлал,Нийгмийн ажил,Улс төр судлал,Аялал жуулчлал,f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
0ef991d95767be59e0fd3941e1a05d37,Улс төр судлал,Нийгмийн ажил,Гадаад хэлний орчуулга (Солонгос),Социологи,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
5a3bce553c309ce9d3f57f7742eb5b68,Аялал жуулчлал,Гадаад хэлний орчуулга (Англи),Сэтгэл судлал,Улс төр судлал,e225e30193be5ab813542b925408ef01,Аялал жуулчлал
4a89ee0307f3398e115129c3128644c4,Сэтгэл судлал,Сэтгүүл зүй,"Багш, нийгмийн ухааны боловсрол (Түүх)",Хэл шинжлэл (Монгол хэл),6d2a59558b1cacfa641ede8ffd584dec,Хэл шинжлэл (Монгол хэл)
48a5d41121cffc6a7364f6cdbb8ce9d3,Нийгмийн ажил,Хот ба бүс нутгийн төлөвлөлт,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Улс төр судлал,71ef3f1844d4e8f272c6010667ef7263,Нийгмийн ажил
44d124133cf679f5129bd0fcbed76428,Сэтгэл судлал,Сэтгүүл зүй,Социологи,Нийгмийн ажил,f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
8fd4322dac3d95d89a0444e2437bb169,Аялал жуулчлал,Биотехнологи,"Гадаад хэл, орон судлал (Япон)",Хот ба бүс нутгийн төлөвлөлт,bc4e5e14592fee0d5982cfc8ece31646,"Гадаад хэл, орон судлал (Япон)"
e5a3c3a919cc052499406c2d532bd315,Сэтгэл судлал,Сэтгүүл зүй,"Багш, гадаад хэлний боловсрол (Англи)","Багш, нийгмийн ухааны боловсрол (Түүх)",f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
ab3bfb84840f064972acdb3e9c5cfb66,Сэтгэл судлал,Улс төр судлал,Нийгмийн ажил,Сэтгүүл зүй,5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
23de5e861a60674ac2c2ddd864e56f5b,Нийгмийн ажил,Сэтгүүл зүй,Сэтгэл судлал,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
7e53e47f38fb423b002aca71b8022287,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Хот ба бүс нутгийн төлөвлөлт,Сэтгэл судлал,Сэтгүүл зүй,5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
9c5598813ece7971796ddda909fbcca2,Улс төр судлал,Социологи,Философи,Шашин судлал,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
83d06e68c0382de207f5d20a18701c51,Сэтгэл судлал,"Багш, нийгмийн ухааны боловсрол (Түүх)",Философи,"Багш, монгол хэл уран зохиолын боловсрол",e50679c3f4caed5a81cbd7701df68b95,"Багш, монгол хэл уран зохиолын боловсрол"
7d83f01c8931436849328a307ee11866,Сэтгүүл зүй,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Нийгмийн ажил,Экологи,8d350b8f9f3c56f2bf7fd562eac48d2a,"Газар зохион байгуулалт (төлөвлөлт, кадастр)"
b3f3a0d660273444e170005add83e415,Сэтгэл судлал,Улс төр судлал,Аялал жуулчлал,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
a7e6c10e3a5d0afb92dce6b24266107e,Сэтгэл судлал,Антропологи,Сэтгүүл зүй,"Гадаад хэл, орон судлал (Солонгос)",f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
13679c8e921cafa05bc54f9f49ee6a86,Аялал жуулчлал,"Багш, монгол хэл уран зохиолын боловсрол",Гадаад хэлний орчуулга (Солонгос),"Багш, нийгмийн ухааны боловсрол (Түүх)",cf0e87b8fdf7a53fe8301de9f625c951,"Багш, нийгмийн ухааны боловсрол (Түүх)"
0cb28153ebde634ad7d43f0d4c93dfbb,Сэтгэл судлал,Улс төр судлал,"Гадаад хэл, орон судлал (Япон)",Социологи,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
1fe6801d9cc341e582ff7b7edc8d69b6,Сэтгэл судлал,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Сэтгүүл зүй,Хот ба бүс нутгийн төлөвлөлт,5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
3462fc1ddc0b0dcbbd037c953ce78cad,Сэтгэл судлал,Сэтгүүл зүй,Математик,Улс төр судлал,5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
972683a9c6f1f24f1ae93dcb0a59591f,Эдийн засаг,Аялал жуулчлал,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Хот ба бүс нутгийн төлөвлөлт,e72e0ef3081dc1bcdfe6c94ed2beb371,Эдийн засаг
99228bdc6222536581acab2228c6e398,Биотехнологи,"Багш, нийгмийн ухааны боловсрол (Түүх)",Сэтгэл судлал,Нийгмийн ажил,cf0e87b8fdf7a53fe8301de9f625c951,"Багш, нийгмийн ухааны боловсрол (Түүх)"
4139eea489ee3d534d87f4afdad8f0c4,Эдийн засаг,Улс төр судлал,"Багш, монгол хэл уран зохиолын боловсрол",Сэтгүүл зүй,e72e0ef3081dc1bcdfe6c94ed2beb371,Эдийн засаг
ed689033aa5266bfb313f092413b770a,Нийгмийн ажил,Сэтгэл судлал,Улс төр судлал,Сэтгүүл зүй,71ef3f1844d4e8f272c6010667ef7263,Нийгмийн ажил
128fec686f574ba4beba4f66fb8d5074,Эдийн засаг,Сэтгэл судлал,Урлаг судлал,Хот ба бүс нутгийн төлөвлөлт,e72e0ef3081dc1bcdfe6c94ed2beb371,Эдийн засаг
fcac51cd2055dc19991c9d0ae8a06eb0,Сэтгэл судлал,Нийгмийн ажил,Аялал жуулчлал,Социологи,015417d81a4e3b385b41ec3d484ee3a3,Социологи
ef04d1f9fe52f8e49f1a55d7ca8e0053,Улс төр судлал,Сэтгүүл зүй,Сэтгэл судлал,Гадаад хэлний орчуулга (Хятад),e5896f2500ce5055b7856c53daca22fb,Гадаад хэлний орчуулга (Хятад)
333150179e7dfe258e5bfe1116a746b1,Сэтгэл судлал,Аялал жуулчлал,Гадаад хэлний орчуулга (Хятад),"Хэл, уран зохиол (Монгол хэл)",f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
c8507e97b00c5de8f2b6a498e29575d5,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Хот ба бүс нутгийн төлөвлөлт,Геологи,Сэтгэл судлал,6daca3a60ca09e7231ad487be3a29f57,Хот ба бүс нутгийн төлөвлөлт
315826e90f80fed1f6b3ca90e308304c,Нийгмийн ажил,Гадаад хэлний орчуулга (Англи),"Багш, монгол хэл уран зохиолын боловсрол",Эдийн засаг,e72e0ef3081dc1bcdfe6c94ed2beb371,Эдийн засаг
fd96a7c23afe8ea16c3c845132110d7c,Сэтгэл судлал,Нийгмийн ажил,Сэтгүүл зүй,Антропологи,f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
ff47bea0c66ff6735682dcaea569209c,Социологи,Сэтгэл судлал,Нийгмийн ажил,"Багш, нийгмийн ухааны боловсрол (Түүх)",015417d81a4e3b385b41ec3d484ee3a3,Социологи
42e1940f32935f4cb15a2364da987749,Сэтгэл судлал,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Улс төр судлал,"Гадаад хэл, орон судлал (Америк)",a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
